source,driving,frame
id10283#vv4mvANXHcs#00003.txt#000.mp4,id10291#4aLg_keiGHw#00006.txt#000.mp4,0.0
id10282#qkZNuvX1UNo#00002.txt#000.mp4,id10291#uiBjIKX_0l8#00003.txt#000.mp4,0.0
id10286#isKyMAYUOgg#00002.txt#000.mp4,id10281#ni6gO5jDLJE#00003.txt#000.mp4,0.0
id10286#isKyMAYUOgg#00012.txt#000.mp4,id10289#GIhCMsZrHF0#00002.txt#000.mp4,0.0
id10286#mYc2BIS0zWU#00001.txt#001.mp4,id10282#U3xR3MZjEVg#00003.txt#000.mp4,0.0
id10291#kt4P4cyTpWQ#00004.txt#000.mp4,id10291#TMCTm7GxiDE#00009.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00013.txt#001.mp4,id10285#FUqAFZmZJ80#00013.txt#000.mp4,0.0
id10291#d2Lasybvo7s#00010.txt#000.mp4,id10281#NHARUN9OhSo#00007.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00011.txt#000.mp4,id10285#m-uILToQ9ss#00007.txt#000.mp4,0.0
id10291#d2Lasybvo7s#00005.txt#000.mp4,id10286#ZAK9gLYNqPs#00002.txt#000.mp4,0.0
id10286#isKyMAYUOgg#00009.txt#000.mp4,id10281#ni6gO5jDLJE#00001.txt#000.mp4,0.0
id10285#m-uILToQ9ss#00003.txt#000.mp4,id10286#9K2YB1d8BqY#00010.txt#000.mp4,0.0
id10281#ni6gO5jDLJE#00012.txt#000.mp4,id10282#U3xR3MZjEVg#00008.txt#000.mp4,0.0
id10282#qkZNuvX1UNo#00010.txt#000.mp4,id10286#9K2YB1d8BqY#00008.txt#000.mp4,0.0
id10286#mYc2BIS0zWU#00004.txt#000.mp4,id10285#FUqAFZmZJ80#00006.txt#000.mp4,0.0
id10282#Zbz058o9j6s#00003.txt#000.mp4,id10286#J37FfHHefdc#00001.txt#001.mp4,0.0
id10286#9K2YB1d8BqY#00003.txt#000.mp4,id10283#p3q7Z0O6rgg#00001.txt#000.mp4,0.0
id10283#N69Hp2DGMLk#00003.txt#000.mp4,id10283#p5g1heXp34o#00004.txt#000.mp4,0.0
id10281#ni6gO5jDLJE#00013.txt#000.mp4,id10286#DPPq8w5ILrA#00006.txt#000.mp4,0.0
id10281#NHARUN9OhSo#00003.txt#000.mp4,id10283#x6M3KQ8-gM4#00004.txt#002.mp4,0.0
id10286#mYc2BIS0zWU#00003.txt#000.mp4,id10290#jjzisko126k#00001.txt#000.mp4,0.0
id10283#p3q7Z0O6rgg#00004.txt#000.mp4,id10285#FUqAFZmZJ80#00002.txt#000.mp4,0.0
id10287#RfDogGJ-UnM#00002.txt#000.mp4,id10283#u3s9xdUlmmk#00003.txt#000.mp4,0.0
id10291#TMCTm7GxiDE#00009.txt#000.mp4,id10281#NHARUN9OhSo#00006.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00015.txt#000.mp4,id10291#TMCTm7GxiDE#00006.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00014.txt#000.mp4,id10290#gTbcgoYXWdU#00002.txt#000.mp4,0.0
id10291#TMCTm7GxiDE#00001.txt#000.mp4,id10291#kt4P4cyTpWQ#00008.txt#000.mp4,0.0
id10292#57KbI2UvGss#00002.txt#000.mp4,id10282#qkZNuvX1UNo#00007.txt#000.mp4,0.0
id10283#u3s9xdUlmmk#00002.txt#000.mp4,id10291#kt4P4cyTpWQ#00007.txt#000.mp4,0.0
id10282#XtwIcZPYN_8#00002.txt#000.mp4,id10283#u3s9xdUlmmk#00008.txt#000.mp4,0.0
id10292#57KbI2UvGss#00010.txt#000.mp4,id10280#NXjT3732Ekg#00001.txt#000.mp4,0.0
id10283#r9-0pljhZqs#00005.txt#000.mp4,id10281#FL2UicCNcwI#00001.txt#000.mp4,0.0
id10291#TMCTm7GxiDE#00006.txt#000.mp4,id10282#XtwIcZPYN_8#00001.txt#000.mp4,0.0
id10289#zFii0ROZZjc#00005.txt#000.mp4,id10291#4aLg_keiGHw#00004.txt#000.mp4,0.0
id10292#57KbI2UvGss#00003.txt#000.mp4,id10283#p5g1heXp34o#00007.txt#000.mp4,0.0
id10285#bd0jqkNxNdU#00002.txt#000.mp4,id10283#p3q7Z0O6rgg#00004.txt#000.mp4,0.0
id10282#qkZNuvX1UNo#00007.txt#000.mp4,id10283#p5g1heXp34o#00003.txt#000.mp4,0.0
id10285#m-uILToQ9ss#00007.txt#000.mp4,id10282#neQO6_CUY4w#00004.txt#000.mp4,0.0
id10283#x6M3KQ8-gM4#00002.txt#000.mp4,id10291#oLJhH76d0kU#00003.txt#000.mp4,0.0
id10283#oGZsanLiXsY#00004.txt#000.mp4,id10291#iPZGPcrYIZs#00002.txt#000.mp4,0.0
id10286#0sETQ5nxvf8#00001.txt#000.mp4,id10286#mYc2BIS0zWU#00002.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00017.txt#000.mp4,id10292#ENIHEvg_VLM#00013.txt#001.mp4,0.0
id10283#cmG1DiHm-fM#00006.txt#000.mp4,id10283#vaK4t1-WD4M#00034.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00006.txt#000.mp4,id10283#gAKHqHbNt2g#00020.txt#000.mp4,0.0
id10282#Zbz058o9j6s#00005.txt#000.mp4,id10291#oLJhH76d0kU#00001.txt#000.mp4,0.0
id10281#NHARUN9OhSo#00002.txt#000.mp4,id10285#m-uILToQ9ss#00008.txt#001.mp4,0.0
id10292#57KbI2UvGss#00011.txt#000.mp4,id10283#vaK4t1-WD4M#00003.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00027.txt#000.mp4,id10285#m-uILToQ9ss#00005.txt#000.mp4,0.0
id10286#isKyMAYUOgg#00006.txt#000.mp4,id10291#aQ6uxeakacs#00003.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00048.txt#000.mp4,id10291#TMCTm7GxiDE#00010.txt#000.mp4,0.0
id10281#ni6gO5jDLJE#00005.txt#000.mp4,id10282#U3xR3MZjEVg#00009.txt#000.mp4,0.0
id10282#neQO6_CUY4w#00004.txt#000.mp4,id10281#dX8RBKI2FKc#00003.txt#000.mp4,0.0
id10286#PlJd6NVoigs#00006.txt#000.mp4,id10291#TMCTm7GxiDE#00005.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00030.txt#000.mp4,id10289#zFii0ROZZjc#00001.txt#000.mp4,0.0
